Date,Time,Title,Location,Description,Formats,Topics,Audience,Skill Level,Speakers
"July 09, 2024",1:30 - 1:50PM,Transition Tactics: University at Buffalo's Migration to Brightspace and Legacy LMS Archiving,205 B,"<p><span data-contrast=""auto"">As part of a strategic institutional initiative designed to enhance academic excellence, University at Buffalo (UB) decided to update its digital learning infrastructure (DLI). Included within this broader DLI update, UB made the decision to transition LMS providers from Blackboard to Brightspace. With K16 Solutions&rsquo; help, UB was able to make this transition with ease without disrupting faculty or students. Additionally, the university was able to archive 50,000 courses from their legacy LMS, allowing UB to fully let go of its legacy LMS and save hundreds of thousands of dollars. Whether your campus is planning an LMS migration or going through one right now, this session will provide the guidance and useful strategies you need to make your migration project a success. Session attendees will learn how</span><span data-contrast=""auto""> UB</span><span data-contrast=""auto"">: </span><span data-ccp-props=""{}"">&nbsp;</span></p><ul><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""7"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559683&quot;:0,&quot;335559684&quot;:-2,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""7"" data-aria-level=""1""><span data-contrast=""auto"">e</span><span data-contrast=""auto"">stablished an implementation timeline, including access dates</span><span data-ccp-props=""{}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""7"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559683&quot;:0,&quot;335559684&quot;:-2,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""8"" data-aria-level=""1""><span data-contrast=""auto"">d</span><span data-contrast=""auto"">eveloped training, documentation</span><span data-contrast=""auto""> and other support opportunities for instructors</span><span data-ccp-props=""{}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""7"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559683&quot;:0,&quot;335559684&quot;:-2,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""9"" data-aria-level=""1""><span data-contrast=""auto"">olled out campus-wide and targeted communications throughout the process </span><span data-ccp-props=""{}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""7"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559683&quot;:0,&quot;335559684&quot;:-2,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""10"" data-aria-level=""1""><span data-contrast=""auto"">mig</span><span data-contrast=""auto"">rated content from 13,000 courses to the new LMS </span><span data-ccp-props=""{}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""7"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559683&quot;:0,&quot;335559684&quot;:-2,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""11"" data-aria-level=""1""><span data-contrast=""auto"">e</span><span data-contrast=""auto"">nsured that content and student data from past-term courses were archived and accessible</span><span data-ccp-props=""{}"">&nbsp;</span></li></ul>","Discussion Forum (45 minutes), Lightning Session (20 minutes)",Change Management,Higher Education,Intermediate,<p><strong>Don  Trainor</strong><br />University at Buffalo</p><p><strong>Jason Simmons</strong><br />K16 Solutions</p><p><strong>Sam Yaghoubi</strong><br />K16 Solutions</p>
"July 09, 2024",1:30 - 2:15PM,Accessible Procurement of AI Systems and Tools,202 AB,Use of AI systems and tools in the workplace and classroom is increasing. This impacts how work is being done based on who can and cannot access and use those technologies. This session will provide tips for accessible procurement to ensure that people with disabilities are not excluded from benefitting.,Panel Presentation (45 minutes),Accessibility and Inclusive Learning,"Association & Training Organizations, Corporate Learning, Higher Education, K-12",Novice,<p><strong>Mahadeo Sukhai</strong><br />CNIB</p><p><strong>Sambhavi Chandrashekar</strong><br />D2L</p>
"July 09, 2024",1:30 - 2:15PM,Marketing for Growth and Success in Your Learning Platform,205 D,"<p>Join Stefanie Couch, a marketing and sales expert, for a 45-minute session, where you'll learn how to grow your learning platform by creating brand ambassadors through success stories, converting engagement to active participation, and attracting learners of all ages to make your platform indispensable.&nbsp;</p><p>&nbsp;</p><p>Key Attendee Takeaways:&nbsp;</p><ul><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""1"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:1080,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""1"" data-aria-level=""1""><strong><span data-contrast=""none"">Creating Brand Ambassadors</span></strong><span data-contrast=""none"">: Use success stories to create brand ambassadors and engage your community.</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335557856&quot;:16777215,&quot;335559685&quot;:1080,&quot;335559737&quot;:0,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""1"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:1080,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""2"" data-aria-level=""1""><strong><span data-contrast=""none"">Building Engagement Through Marketing</span></strong><span data-contrast=""none"">: Convert engagement into active participation and prioritize skill development.</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335557856&quot;:16777215,&quot;335559685&quot;:1080,&quot;335559737&quot;:0,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""1"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:1080,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""3"" data-aria-level=""1""><strong><span data-contrast=""none"">How To Attract Learners</span></strong><span data-contrast=""none"">: Attract and retain learners across generations by catering to diverse styles and needs.</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335557856&quot;:16777215,&quot;335559685&quot;:1080,&quot;335559737&quot;:0,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li></ul><p><span data-ccp-props=""{}"">&nbsp;</span></p>",Standard Breakout (45 minutes),"Future of Work/Education, Upskilling/Reskilling, Learner Engagement, Women in Learning and Development",Association & Training Organizations,"Advanced, Intermediate, Novice",<p><strong>Stefanie Couch</strong><br />Build Women</p>
"July 09, 2024",1:30 - 2:15PM,The Future Is Now: Transforming Education Through Online Learning,104 C,"To meet the continued demand for online learning, the Peel District School Board has created two virtual schools. In this session, we will share our journey and our commitment to providing innovative, robust, and liberatory online learning experiences that disrupt and transcend traditional schooling practices, and foster an inclusive and welcoming learning community.",Standard Breakout (45 minutes),Accessibility and Inclusive Learning,"Higher Education, K-12",Advanced,<p><strong>Ailynne Sobec</strong><br />Peel District School Board</p><p><strong>Anu  Arora</strong><br />Peel District School Board</p><p><strong>Bernadette Smith</strong><br />Peel District School Board</p><p><strong>Sumeeta  Merwar</strong><br />Peel District School Board</p>
"July 09, 2024",1:55 - 2:15PM,Enhancing English Language Education: The Role of Teacher and Learner Presence in Online Learning,202 CD,"Amidst the COVID-19 pandemic, the University of Guelph&rsquo;s English Language Programs (ELP) swiftly transitioned to remote online teaching. The ELP caters to international students learning English for academic purposes. Our research team explored student perspectives through a modified Community of Inquiry (COI) survey tool and subsequent interviews, emphasizing the significance of Teacher Presence and the need for ELP students to cultivate self-efficacy and self-directed learning skills. These insights align with Honing &amp; Salmon&rsquo;s (2021) proposal of a fourth presence&mdash;&lsquo;Learner Presence&rsquo;&mdash;within the COI framework, enhancing our approach to teaching English for academic purposes, whether online or in-person.",Fusion On-Demand,Online Instruction and Instructor/Trainer Presence,Higher Education,Novice,<p><strong>Bill Hodges</strong><br />University of Guelph English Language Programs</p><p><strong>Cynthia  Eden</strong><br />University of Guelph English Language Programs</p><p><strong>David Siefker</strong><br />University of Guelph English Language Programs</p>
"July 09, 2024",1:55 - 2:15PM,From Learners to Leaders: Students' Perspectives Transforming Online Course Quality,205 A,"Discover how Pima College's student-led Course Readiness Review revolutionizes online course quality, using automation to reduce faculty workload and enhance course usability. Delve into the transformative impact of student perspectives on cognitive load and learning experiences. Our data-driven approach illustrates significant improvements in course quality. Join our interactive session to learn how this innovative model fosters collaborative course development and addresses institutional challenges.",Lightning Session (20 minutes),Student/Learner Success,Higher Education,Intermediate,<p><strong>Abby Borbon</strong><br />Pima Community College</p><p><strong>Ophelia Holguin</strong><br />Pima Community College</p><p><strong>Tony Sovak</strong><br />Pima Community College</p>
"July 09, 2024",1:55 - 2:15PM,"Moving From ""AI Detection"" to ""Writing Insights"" in the Gen-AI era",205 B,"<span class=""TextRun SCXW114451040 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW114451040 BCX0"">As educational institutions grapple with the challenge of upholding academic standards while embracing generative AI, a balanced approach is crucial. In this session, a former </span></span><span class=""TrackedChange SCXW114451040 BCX0""><span class=""TextRun SCXW114451040 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW114451040 BCX0"">p</span></span></span><span class=""TextRun SCXW114451040 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW114451040 BCX0"">roduct </span></span><span class=""TrackedChange SCXW114451040 BCX0""><span class=""TextRun SCXW114451040 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW114451040 BCX0"">m</span></span></span><span class=""TextRun SCXW114451040 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW114451040 BCX0"">anagement </span></span><span class=""TrackedChange SCXW114451040 BCX0""><span class=""TextRun SCXW114451040 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW114451040 BCX0"">l</span></span></span><span class=""TextRun SCXW114451040 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW114451040 BCX0"">eader from Google will present a practical strategy to help educators </span><span class=""NormalTextRun SCXW114451040 BCX0"">maintain</span><span class=""NormalTextRun SCXW114451040 BCX0""> academic integrity while effectively integrating generative AI into classroom learning. The discussion will explore methods to ensure students responsibly </span><span class=""NormalTextRun SCXW114451040 BCX0"">utilize</span><span class=""NormalTextRun SCXW114451040 BCX0""> these powerful tools without compromising educational principles or falling behind their peers in an era of rapidly evolving technology.</span></span>",Lightning Session (20 minutes),AI (Artificial Intelligence),"Higher Education, K-12",Advanced,<p><strong>Mo Zadeh</strong><br />Rumi</p>
"July 09, 2024",2:30 - 3:30PM,PARTNER SYMPOSIUM + Refreshments,Exhibit Lounge,,,,,,
"July 09, 2024",2:30 - 3:30PM,Partner Symposium,Exhibit Lounge,"<span class=""TextRun SCXW252478981 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW252478981 BCX0"">Join us for a Partner Symposium in the Exhibit Lounge.</span></span>",Networking,"Accessibility and Inclusive Learning, AI (Artificial Intelligence), Augmented or Virtual Reality, Blended Learning or Hy-Flex, Certification, Micro-Credentialing, Competency-based Learning, Change Management, D2L Brightspace Training, D2L Solutions How To's/Tips and Tricks, Data and Analytics, Diversity, Equity and Inclusion, Extensibility and Tech Ecosystem Integration, Faculty and Trainer Development, Future of Work/Education, Upskilling/Reskilling, Health, Sustainability and Wellness, Instructional Technology and Design, Leadership and Organizational Strategy, Learner Engagement, LMS Site Admin and IT Effectiveness, Online Instruction and Instructor/Trainer Presence, Personalized Learning, Student/Learner Success, Third-Party Solutions, Women in Learning and Development","Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
"July 09, 2024",3:45 - 4:30PM,Data Strategy: Putting Your Data to Work for You,206 C,"<p><span data-contrast=""none"">Brightspace provides industry-leading data capabilities, but many organizations struggle to get the most out of these features.&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></p><p><span data-contrast=""none"">In this session Aaron Barber, the general manager of the Real Estate Institute of New South Wales, will explore how his association has been able to benefit from a clear data strategy and putting it into action with Brightspace. Then we expand on this theme by discussing why having a data strategy is critical to success in every organization and guidance on what can and should be included.</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></p>",Discussion Forum (45 minutes),Data and Analytics,Association & Training Organizations,Intermediate,<p><strong>Aaron Barber</strong><br />The Real Estate Institute of NSW</p><p><strong>Glen Luttrell</strong><br />D2L Australia Pty Ltd</p>
"July 09, 2024",3:45 - 4:05PM,"Higher Education, Reimagined: How Degree Apprenticeships Are Creating the University of the Future",202 CD,"<span class=""TextRun SCXW186137317 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW186137317 BCX0"">The purpose of higher education is to foster intellectual growth, prepare individuals for professional careers and contribute to societal progress. But the existing model is not working. Students are disengaging, it is becoming increasingly unaffordable, and technology and globalisation are changing the job market and requiring constant upskilling. However, companies are desperate for talented, energetic individuals</span></span><span class=""TrackedChange SCXW186137317 BCX0""><span class=""TextRun SCXW186137317 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW186137317 BCX0"">. T</span></span></span><span class=""TextRun SCXW186137317 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW186137317 BCX0"">he internet allows for flexible access to learning, and opportunities for meaningful and fulfilling work are increasing for those who can become masters in their field. The solution is degree apprenticeships.</span></span><span class=""EOP SCXW186137317 BCX0"" data-ccp-props=""{}"">&nbsp;</span>",Lightning Session (20 minutes),Leadership and Organizational Strategy,Higher Education,Advanced,<p><strong>Samuel Tanner</strong><br />Nottingham Trent University</p>
"July 09, 2024",3:45 - 4:05PM,Reducing Costs and Increasing Quality with Creator+,205 A,Oklahoma City University adopted Creator+ within Brightspace in the summer of 2023. This resulted in institutional cost savings by unifying video storage and fostering higher quality course design and student experiences.,Lightning Session (20 minutes),Instructional Technology and Design,Higher Education,Intermediate,<p><strong>Luke Viles</strong><br />Oklahoma City University</p><p><strong>Paul Gebb</strong><br />Oklahoma City University</p>
